Flow Rate (l/s),Number of Negative Flows,Percentage of Negative Flows,Operating Hours (h),Consumption (m³),Number of Available Data Points,تعداد مورد انتظار,درصد اطلاعات موجود,month
0.0,0,0.0,0.0,0.019,1035,1035,3400.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/031403/041403/051403/061403/071403/081403/101403/111403/12
27.77,0,0.0,892.6,12182.714,243,243,800.0,1403/041403/051403/061403/071403/081403/091403/101403/11
10.39,1,3.33,26634.2,9550.74,436,488,1430.0,1402/021402/031402/041402/051402/061402/071402/081402/091402/111402/121403/011403/021403/051403/061403/071403/08
19.86,0,0.0,192106.2,24402.417,1096,1096,3600.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
0.0,0,0.0,0.0,2.292,331,364,1090.54,1402/101402/111403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
167.12,0,0.0,168335.5,17452.791,1092,1096,3586.67,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
17.78,0,0.0,9255.0,2262.061,669,700,2199.9,1402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
29.58,0,0.0,34876.5,1132.312,341,366,1119.35,1401/011401/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
42.49,0,0.0,268903.0,25215.752,911,946,2983.76,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/07
164.22,0,0.0,1593432.6,565564.7999999999,626,673,2046.56,1401/011401/021401/031401/041401/051401/061401/071401/081402/041402/051402/101403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
31.45,0,0.0,148.8,1604.755,465,485,1533.33,1402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
8.5,0,0.0,0.0,3.844,92,121,303.33,1402/111402/121403/011403/02
48.05,0,0.0,12087.0,31705.389,912,912,3000.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/061403/071403/101403/111403/12
21.37,0,0.0,562.1,43188.54,132,182,436.55,1402/101402/111402/121403/011403/021403/03
28.3,0,0.0,91854.2,29040.889000000003,1096,1096,3600.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
1222.85,0,0.0,264734.9,220198.958,393,427,1288.38,1401/011401/021401/031401/041401/051402/071402/081402/091402/101402/111402/121403/011403/021403/03
237.56,0,0.0,783394.1,322935.177,753,792,2472.36,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/071402/081402/091402/101402/111402/121403/011403/021403/031403/04
140.31,9,30.240000000000002,636547.0,341552.6,1065,1065,3500.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/071403/081403/091403/101403/111403/12
86.53999999999999,6,19.8,21185.800000000003,10343.593,1066,1066,3500.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/081403/091403/101403/111403/12
40.29,7,22.79,4193.2,577.639,993,1004,3264.52,1401/011401/021401/031401/041401/051401/061401/071401/091401/101401/111401/121402/011402/021402/031402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
0.0,0,0.0,0.0,0.0,384,396,1261.29,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/01
20.66,1,3.33,1057.3,18099.913,486,515,1603.33,1402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
37.35,0,0.0,43006.4,42228.33,670,700,2203.23,1402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
4.74,0,0.0,175.6,378.314,434,455,1430.0,1402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
15.92,0,0.0,1295.8999999999999,15800.02,426,455,1403.34,1402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/10
8.63,0,0.0,4188.4,15887.141,459,485,1513.33,1402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
395.38,3,10.13,95373.9,488511.257,805,819,2652.99,1401/091401/101401/111401/121402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
261.06,0,0.0,603190.1,1383095.46,642,671,2106.45,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
80.14,2,6.45,62.300000000000004,491.992,1034,1065,3400.0,1401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
281.34,5,16.8,673290.2,201620.443,1016,1065,3336.66,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
56.98,1,3.23,52477.5,40431.037000000004,1096,1096,3600.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
29.29,1,3.23,255793.4,19374.956000000002,959,973,3154.84,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/041403/051403/061403/071403/081403/101403/111403/12
35.980000000000004,0,0.0,440540.5,77509.9,1065,1066,3496.77,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/11
117.59,0,0.0,115599.4,38320.331,1096,1096,3600.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
27.25,0,0.0,2968.4,44521.415,318,334,1046.66,1402/111402/121403/021403/031403/041403/051403/061403/071403/081403/091403/10
25.43,0,0.0,343208.8,11943.672,831,886,2718.39,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/081403/09
17.97,3,10.0,144647.30000000002,31299.941,1004,1006,3293.32,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/121403/011403/021403/031403/041403/051403/061403/071403/081403/101403/111403/12
44.31,0,0.0,143608.7,53571.44,934,973,3073.12,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
1.82,0,0.0,1130.0,107.181,27,31,87.1,1401/01
0.0,0,0.0,0.0,0.0,422,455,1390.0,1402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/10
89.75,0,0.0,119434.90000000001,237104.86000000002,599,642,1961.29,1401/011401/021401/031401/041401/051401/061402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/08
140.09,0,0.0,99802.1,793425.9,576,577,1896.67,1401/081401/091401/101401/111401/121402/011402/021402/031403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
247.37,0,0.0,181464.2,439529.9,852,910,2809.35,1401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
1003.35,0,0.0,5892915.0,1613500.9,1042,1096,3423.65,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
539.14,18,59.29,12677971.1,2994762.8,859,883,2820.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/051403/061403/071403/08
337.24,2,6.46,3834776.9,2213943.6,581,581,1900.0,1401/011401/021401/031401/041401/051401/061401/071401/081403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
193.75,45,145.16,5489981.1,13506836.6,655,734,2138.37,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101402/011402/021402/031403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
164.07999999999998,0,0.0,44862.700000000004,87917.717,455,455,1500.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121403/101403/111403/12
155.03,15,50.34,4093353.0,3471595.5,1015,1036,3330.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/10
81.5,0,0.0,223962.7,153742.79,248,276,806.67,1401/011401/021401/031401/041401/051401/061401/071401/081401/09
453.71000000000004,1,3.23,172362.9,818143.62,756,793,2480.64,1401/011401/021401/031401/041401/051401/061402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
48.86,0,0.0,1563.6,75214.4,120,120,400.0,1403/091403/101403/111403/12
58.95,0,0.0,147109.2,82044.55,1096,1096,3600.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
116.95,1,3.23,1346919.8,640137.9,354,366,1160.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111403/07
465.36,15,49.050000000000004,1002929.6,3059463.186,995,1034,3274.2,1401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
97.65,0,0.0,1213210.2,211860.6,202,216,653.33,1401/011401/021401/031401/041401/051401/061401/07
685.6899999999999,0,0.0,2489427.4,1183617.7,1001,1096,3285.46,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
690.88,0,0.0,2609095.8,1998098.56,784,1034,2572.08,1401/011401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
643.21,2,6.78,3509046.6,759105.45,1012,1036,3322.36,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/10
323.09,2,6.67,855463.3,465700.56,429,545,1413.13,1401/071401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/01
78.87,2,6.67,5646.0,127041.991,490,515,1616.67,1402/071402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
159.16,0,0.0,2645305.2,321382.8,671,671,2200.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/10
69.56,0,0.0,9328.9,185752.63,433,455,1426.67,1402/091402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
71.66,0,0.0,1050507.3,123123.1,234,246,760.0,1401/011401/021401/031401/041401/051401/061401/071401/08
329.49,0,0.0,358852.3,885073.847,1023,1065,3364.41,1401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
136.69,42,140.23,5455178.7,3224325.844,878,911,2892.48,1401/011401/021401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
116.91,0,0.0,246340.7,247523.374,1026,1065,3374.2,1401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
471.49,3,9.89,530915.0,1052695.5,772,1035,2533.29,1401/021401/031401/041401/051401/061401/071401/081401/091401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
72.74000000000001,0,0.0,2521.6,113071.611,941,941,3100.0,1401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
268.7,0,0.0,165718.9,934582.5999999999,502,579,1646.3899999999999,1401/011401/021401/031401/041402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
918.58,4,13.79,2326699.4,3160590.2,1048,1096,3445.15,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
553.57,0,0.0,858124.1,1040240.216,1034,1065,3400.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
92.11,0,0.0,769.1,81867.99,107,119,359.88,1401/091401/101401/111401/12
589.76,0,0.0,3129732.1,1085388.99,1034,1036,3393.55,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/111403/12
431.14,10,33.02,33458403.0,7511536.2,1066,1096,3502.56,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
521.18,1,3.33,3628661.8,3236293.0,671,671,2200.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/10
698.03,4,13.45,1767031.8,1572122.3,875,880,2883.33,1401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/12
112.65,1,3.23,1950622.9,216497.327,666,669,2190.32,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031403/061403/071403/081403/091403/101403/111403/12
411.0,0,0.0,4369331.9,678731.5,1096,1096,3600.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
230.3,2,6.67,1453189.6,661545.1,790,790,2600.0,1401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
28.57,0,0.0,65.7,11600.400000000001,1096,1096,3600.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
419.65999999999997,16,51.61,4204927.5,9931378.28,670,670,2200.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051403/081403/091403/101403/111403/12
529.5,3,10.23,2900424.0,2156873.16,971,976,3183.33,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/08
543.56,5,16.67,2077780.2,742792.47,930,944,3053.33,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
94.27,0,0.0,249975.5,178096.2,945,946,3096.67,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/07
221.08,0,0.0,7936058.9,844436.8,1046,1066,3433.33,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
551.44,1,3.33,2209925.0,1810533.4,804,977,2629.3,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
5.75,0,0.0,623.2,47538.471,227,243,748.39,1402/041402/051402/061402/071402/081402/091402/101403/12
566.48,52,167.74,4319792.899999999,8731586.58,1069,1096,3510.86,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
71.83,0,0.0,778101.8,146711.2,1095,1096,3596.67,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
537.14,1,3.23,944718.5,559409.612,901,944,2959.67,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/101402/111402/121403/011403/021403/041403/051403/061403/071403/081403/091403/101403/111403/12
454.57,0,0.0,2249468.4,717687.6,672,701,2203.33,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/11
562.92,0,0.0,2755252.1,1426359.0,827,854,2712.9,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/04
647.95,12,40.230000000000004,14190261.7,8374106.0,1021,1066,3352.8,1401/011401/021401/031401/041401/051401/061401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
545.41,2,6.67,2493773.0,1013744.8,1066,1066,3500.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/11
564.88,0,0.0,1658173.8,1845708.6199999999,737,792,2416.98,1401/011401/031401/061401/071401/081401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101403/031403/041403/051403/061403/071403/081403/091403/101403/11
140.01,0,0.0,3778439.9,553383.1,920,1005,3016.63,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/081403/091403/101403/11
86.12,0,0.0,131310.9,610689.5,288,307,936.67,1401/011401/021403/021403/031403/041403/051403/061403/081403/091403/10
24.31,6,19.36,28062.1,33394.617,594,606,1959.75,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/101402/111403/041403/081403/091403/101403/111403/12
261.83,0,0.0,2170.3,260471.4,465,485,1533.33,1402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/11
46.16,0,0.0,256480.30000000002,93116.04,696,730,2290.32,1401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/01
927.31,1,3.33,3303995.9,1784027.8,1095,1096,3596.77,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
618.18,28,92.94,10728383.8,15362752.299999999,885,885,2900.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/121402/011402/021402/031402/041402/051402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/091403/11
545.51,1,3.23,1022951.1,1252261.4000000001,825,826,2696.67,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/121403/011403/021403/031403/041403/051403/061403/071403/08
1051.63,55,180.54000000000002,1573253.5,32121451.3,795,945,2600.54,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/08
348.95,2,6.67,1362432.1,753949.8,848,856,2774.19,1401/011401/021401/031401/041401/051401/061401/121402/011402/021402/031402/041402/051402/061402/071402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
586.63,0,0.0,1585926.9,1532384.4,1034,1034,3400.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
193.06,10,32.81,2993634.5,863160.549,921,1036,3021.05,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
207.21,7,22.68,3363739.7,696291.9,778,824,2547.32,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111403/041403/051403/061403/07
246.68,4,13.33,5239981.8,1383784.7999999998,839,915,2746.77,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/07
272.22,17,55.17,12875442.6,1091999.0,707,730,2321.61,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/12
295.59,0,0.0,1334523.8,663691.76,1071,1096,3516.67,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
25.11,0,0.0,8138.0,21057.379999999997,87,90,290.0,1401/081401/091401/10
119.58,0,0.0,100462.1,96793.51,246,304,806.77,1402/071402/091402/101402/111402/121403/011403/021403/031403/041403/05
467.33,1,3.33,861183.4,770045.6,531,575,1752.28,1401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/12
134.02,0,0.0,387183.4,524567.9,256,304,842.48,1401/011401/021402/031402/071402/091402/101402/111402/121403/011403/02
176.39,0,0.0,1336816.2,569552.259,304,395,998.89,1401/061401/071401/081401/101401/111401/121402/011402/021402/041402/051402/061403/111403/12
240.56,0,0.0,86592.70000000001,610288.5,509,550,1666.34,1402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/10
73.92,0,0.0,331181.5,118340.2,443,459,1448.06,1401/011401/021401/031401/041403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
43.86,0,0.0,9307.5,91991.85,509,515,1680.0,1402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
391.52,2,6.66,1355835.9000000001,616865.0,1096,1096,3600.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
227.32999999999998,0,0.0,13255.4,297566.32,672,698,2215.05,1401/081401/091401/101401/111401/121402/011402/021402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/08
16.509999999999998,0,0.0,1169099.0,34786.65,244,246,793.33,1401/011401/021401/031401/041401/051401/061401/071401/08
295.24,0,0.0,2180811.0,839287.8,512,551,1670.44,1401/011401/021401/031401/041401/051401/061401/071402/071402/081403/021403/031403/041403/051403/061403/071403/081403/091403/10
513.54,6,19.900000000000002,5447092.6,1991040.3,1066,1066,3500.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
245.15,5,16.560000000000002,3369982.3,1507594.7950000002,893,943,2936.23,1401/041401/061401/071401/081401/091401/101401/111402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/081403/091403/101403/111403/12
154.25,6,20.0,7368098.7,277733.7,947,1006,3101.02,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/111402/121403/011403/021403/031403/041403/051403/061403/091403/101403/111403/12
20.85,49,158.06,58901.3,722381.559,62,62,200.0,1401/011401/02
354.68,6,20.0,3390602.7,679067.2,1024,1036,3360.0,1401/011401/021401/031401/041401/051401/061401/071401/081401/091401/101401/111401/121402/011402/021402/031402/041402/051402/061402/071402/081402/091402/101402/111402/121403/011403/021403/031403/041403/051403/061403/071403/091403/101403/11
