,Subscription Code,License Type,County,Meter Serial,Meter Size,Installation Date,Last Connection Time,Consumption in Period (m³),Operating Hours in Period (h),Average Flow Rate in Period (l/s)
1619,1599421038,,کاشمر,929801000578.0,15.0,1403/07/18,1404/01/27 - 13:56:47,32.762,0.0,
1620,519375,کشاورزی,مشهد,909801058264.0,150.0,1403/04/11,1404/01/28 - 03:10:36,49509.98,3019.1,4.5
1621,603362,کشاورزی,تربت حیدریه,909801037830.0,200.0,1400/11/06,1404/01/28 - 02:10:43,-853613.6,99846.6,26.68
1622,246246,,قوچان,909801036055.0,150.0,1400/05/11,,,,
1623,531078,,فریمان,909801067638.0,50.0,1403/08/20,1404/01/23 - 03:03:32,5936.376,899.2,1.87
1624,602875,خدمات,تربت حیدریه,909801036535.0,80.0,1400/07/27,1404/01/28 - 02:11:21,8885.18,391.2,6.07
1625,804112,کشاورزی,نیشابور,909801056371.0,150.0,1402/10/05,1404/01/28 - 03:10:29,145988.808,2652.2,16.13
1626,516243,سایر,مشهد,909801032446.0,50.0,1399/06/12,1404/01/28 - 02:40:55,9594.53,676.2,3.27
1627,514599,کشاورزی,مشهد,909801032394.0,125.0,1399/03/24,1404/01/28 - 03:11:37,-828421.865,1.9,6.3
1628,514606,صنعتی,مشهد,909801034662.0,80.0,1400/01/24,1404/01/28 - 02:03:57,8813.1,3864.4,1.69
1629,529280,صنعتی,مشهد,909801033213.0,50.0,1399/08/16,1404/01/28 - 02:02:29,4793.41,2846.3,0.5
1630,514020,صنعتی,مشهد,909801041987.0,50.0,1402/08/11,1404/01/28 - 03:06:46,1874.735,898.6,0.61
1631,530012,کشاورزی,مشهد,909801053239.0,150.0,1402/05/04,1404/01/27 - 03:05:24,207437.3,3761.1,21.74
1632,529163,کشاورزی,مشهد,909801053240.0,150.0,1402/04/21,1404/01/28 - 03:10:39,40063.3,2681.9,5.13
1633,529579,,مشهد,909801058203.0,50.0,1403/03/13,1404/01/28 - 03:07:56,8159.186,797.3,2.74
1634,609248,,کاشمر,909801055480.0,50.0,1402/07/16,1404/01/28 - 03:03:40,2178.253,1055.8,1.04
1635,622201,شرب و بهداشت دام,تربت حیدریه,909801052325.0,50.0,1402/07/05,1404/01/28 - 03:10:36,6404.913,4714.8,0.37
1636,603167,کشاورزی,تربت حیدریه,909801056148.0,150.0,1402/12/28,1404/01/28 - 03:11:17,306352.857,4727.2,19.17
1637,529652,,مشهد,909801061702.0,50.0,1403/03/19,1404/01/28 - 03:10:37,11038.09,1049.7,2.88
1638,515477,سایر,مشهد,909801032154.0,50.0,1398/12/11,1401/12/26 - 02:11:59,,,
1639,516521,شرب شهری,مشهد,909801050048.0,50.0,1402/01/26,1404/01/28 - 03:11:13,6016.63,6299.9,1.77
1640,805885,خدمات,نیشابور,909801050092.0,125.0,1403/07/04,1404/01/28 - 03:08:44,245053.325,2362.6,29.24
1641,609188,شرب و بهداشت دام,کاشمر,909801070485.0,50.0,1400/01/19,1404/01/28 - 03:10:39,,,
1642,529221,کشاورزی,مشهد,909801047205.0,150.0,1401/08/19,1403/02/26 - 03:08:15,20543.7,80288.2,6.7
1643,601500,کشاورزی,تربت حیدریه,909801037997.0,125.0,1400/12/19,1404/01/28 - 02:07:51,327943.3,7104.3,13.16
1644,515946,کشاورزی,مشهد,909801032090.0,150.0,1398/12/21,1404/01/28 - 02:10:34,240820.1,5308.2,13.33
1645,033191,,مشهد,909801033191.0,200.0,1400/06/18,1404/01/28 - 02:11:04,182982.9,101556.3,18.03
1646,518141,صنعتی,مشهد,909801032042.0,80.0,1398/10/29,1404/01/28 - 02:10:36,18426.5,43516.8,4.97
1647,603057,کشاورزی,تربت حیدریه,909801052458.0,100.0,1402/12/24,1404/01/28 - 03:08:49,218600.736,5350.3,12.43
1648,514249,کشاورزی,مشهد,909801032254.0,150.0,1399/05/06,1404/01/26 - 01:59:52,216093.2,4733.6,13.76
1649,514564,کشاورزی,مشهد,909801061789.0,100.0,1403/02/04,1404/01/28 - 03:10:51,142886.589,3526.7,10.72
1650,603104,کشاورزی,تربت حیدریه,909801056636.0,150.0,1402/12/14,1404/01/28 - 03:10:30,331473.68,22205.2,18.48
1651,515604,کشاورزی,مشهد,909801033222.0,100.0,1399/10/25,1404/01/28 - 02:05:57,175039.3,3568.1,16.87
1652,600123,کشاورزی,تربت حیدریه,909801052851.0,50.0,1403/01/08,1404/01/28 - 03:05:00,4663.546,705.3,1.74
1653,603366,,تربت حیدریه,909801056406.0,150.0,1403/02/23,1404/01/28 - 03:10:34,155603.752,5006.9,8.67
1654,603406,کشاورزی,تربت حیدریه,909801058375.0,150.0,1403/02/10,1404/01/28 - 03:11:20,197095.578,1594.6,17.2
1655,526303,شرب و بهداشت دام,مشهد,909801033523.0,50.0,1399/09/13,1404/01/28 - 02:11:46,3104.67,4230.9,3.22
1656,515467,شرب و بهداشت دام,مشهد,909801034849.0,50.0,1400/03/12,1404/01/28 - 02:07:23,2240.388,342.4,0.89
1657,805400,کشاورزی,نیشابور,909801058821.0,50.0,1402/11/10,1403/12/27 - 03:10:32,19940.452,2050.4,2.66
1658,603031,کشاورزی,تربت حیدریه,909801046212.0,150.0,1401/09/07,1404/01/28 - 03:08:50,229055.6,3868.9,14.96
1659,107079,کشاورزی,نیشابور,909801044144.0,150.0,1401/08/18,1404/01/27 - 03:09:33,,,
1660,518705,صنعتی,مشهد,909801035298.0,50.0,1400/04/24,1404/01/28 - 02:10:31,3448.31,38228.1,0.76
1661,520017,صنعتی,مشهد,909801033009.0,50.0,1399/07/21,1404/01/28 - 02:10:32,-0.028,0.0,
1662,515387,کشاورزی,مشهد,909801037813.0,80.0,1401/05/09,1404/01/28 - 02:10:19,1778.13,371.0,1.23
1663,519499,,احمدآبادصولت,909801058191.0,50.0,1403/11/24,1404/01/28 - 03:10:37,1.381,0.0,
1664,000134,,گناباد,929801000164.0,20.0,1403/04/07,1404/01/25 - 13:24:26,8187.431,0.0,
1665,518944,شرب و بهداشت دام,مشهد,909801061713.0,50.0,1403/03/17,1404/01/27 - 03:10:37,0.0,0.0,
1666,530471,,مشهد,909801048830.0,50.0,1402/01/21,1404/01/28 - 03:10:27,591.354,343.1,2.06
1667,516091,شرب و بهداشت دام,مشهد,909801032031.0,50.0,1398/12/20,1402/01/08 - 02:10:30,,,
1668,518949,صنعتی,مشهد,909801032061.0,50.0,1398/12/05,1404/01/28 - 03:10:35,0.0,0.0,
1669,515550,کشاورزی,مشهد,909801044515.0,80.0,1401/07/25,1404/01/26 - 01:52:17,139905.4,312060.5,10.1
1670,524735,شرب و بهداشت دام,قوچان,909801057637.0,50.0,1403/07/19,1404/01/28 - 03:03:02,18099.913,1056.9,4.5
1671,517064,کشاورزی,مشهد,909801058129.0,100.0,1403/06/27,1404/01/28 - 03:10:59,255.476,12.3,4.98
1672,615771,,تربت حیدریه,909801039028.0,50.0,1400/12/12,1404/01/26 - 02:10:43,4875.02,8593.1,1.04
1673,604158,کشاورزی,تربت حیدریه,909801036538.0,80.0,1400/10/07,1404/01/28 - 02:11:05,45.826,6.1,4.28
1674,107088,کشاورزی,نیشابور,909801041684.0,100.0,1402/03/03,1402/08/14 - 01:59:53,,,
1675,615123,صنعتی,تربت حیدریه,909801034980.0,50.0,1400/07/12,1402/04/28 - 02:10:43,,,
1676,100175,کشاورزی,سبزوار,909801033628.0,100.0,1399/10/16,1404/01/27 - 01:36:47,39562.2,53395.2,16.66
1677,529016,کشاورزی,مشهد,909801032559.0,125.0,1399/10/11,1403/10/09 - 02:10:41,30622.6,7205.2,1.51
1678,529097,کشاورزی,مشهد,909801033888.0,100.0,1399/11/07,1404/01/28 - 01:56:08,88095.7,3012.1,8.36
1679,516269,شرب شهری,مشهد,909801047060.0,50.0,1401/08/15,1404/01/28 - 03:09:07,-882.78,71.9,2.24
1680,604281,کشاورزی,تربت حیدریه,909801050873.0,50.0,1402/06/26,1403/08/22 - 02:18:11,,,
1681,515117,شرب و بهداشت دام,قوچان,909801034204.0,50.0,1399/12/11,1404/01/28 - 02:10:34,8089.89,9890.5,2.58
1682,600330,کشاورزی,تربت حیدریه,909801059592.0,125.0,1403/01/10,1404/01/23 - 02:15:20,140942.5,2106.0,18.64
1683,603207,کشاورزی,تربت حیدریه,909801034768.0,150.0,1400/01/19,1402/11/28 - 02:55:55,,,
1684,518764,شرب شهری,مشهد,909801061641.0,50.0,1403/02/18,1404/01/21 - 03:10:47,1489.984,351.4,3.42
1685,600280,شرب و بهداشت دام,تربت حیدریه,909801034840.0,50.0,1400/02/07,1404/01/28 - 02:10:35,1742.574,14442.2,0.28
1686,603269,کشاورزی,تربت حیدریه,909801056495.0,150.0,1403/01/07,1404/01/28 - 03:07:22,303591.6,4171.7,19.77
1687,604716,کشاورزی,تربت حیدریه,909801033410.0,50.0,1399/08/28,1404/01/28 - 02:10:31,9031.9,12175.8,5.05
1688,514101,,مشهد,909801052753.0,200.0,1402/12/03,1404/01/27 - 03:07:44,264058.4,4123.0,21.71
1689,541007,,مشهد,909801058198.0,50.0,1403/04/02,1404/01/28 - 03:08:52,4918.907,726.5,1.26
1690,514191,کشاورزی,مشهد,909801032651.0,125.0,1399/07/12,1404/01/28 - 03:10:34,49882.7,6695.0,2.31
1691,518293,سایر,مشهد,909801033001.0,50.0,1399/07/23,1404/01/28 - 02:10:36,4.76,3.5,0.5
1692,514240,کشاورزی,مشهد,909801035415.0,125.0,1400/06/14,1404/01/28 - 02:08:13,118470.1,8190.0,6.85
1693,514612,کشاورزی,مشهد,909801047292.0,200.0,1401/09/15,1404/01/28 - 03:10:01,673021.5,34891.8,36.7
1694,603271,کشاورزی,تربت حیدریه,909801056494.0,150.0,1402/12/15,1404/01/28 - 03:08:00,364588.13,4303.7,22.7
1695,529127,کشاورزی,مشهد,909801047194.0,125.0,1401/08/22,1403/03/25 - 02:04:10,,,
1696,609187,کشاورزی,کاشمر,909801048237.0,100.0,1401/01/01,1404/01/28 - 03:05:36,97981.9,3088.0,7.81
1697,000286,,کاخک,929801000286.0,15.0,1403/06/10,1403/12/29 - 00:10:40,688.082,0.0,
1698,514243,کشاورزی,مشهد,909801033662.0,125.0,1399/09/27,1403/10/07 - 02:07:54,28045.13,165.9,11.6
1699,000284,,کاخک,929801000284.0,15.0,1403/05/15,1403/11/20 - 13:46:43,565.369,0.0,
1700,603601,صنعتی,تربت حیدریه,909801035170.0,50.0,1400/05/10,1404/01/28 - 02:10:40,7339.29,635.9,3.1
1701,804887,,مشهد,909801035430.0,150.0,1400/06/29,1404/01/14 - 02:10:39,,,
1702,514793,کشاورزی,مشهد,909801033413.0,100.0,1399/09/09,1404/01/28 - 02:10:40,-161438.216,5019.8,7.31
1703,529135,کشاورزی,مشهد,909801056578.0,125.0,1402/12/27,1404/01/28 - 03:10:37,91440.733,9263.3,3.41
1704,302686,,گناباد,909801037820.0,80.0,1403/08/07,1404/01/28 - 02:10:51,38332.543,509.2,21.34
1705,529025,کشاورزی,مشهد,909801032746.0,150.0,1399/07/05,1403/12/21 - 02:10:34,333252.2,75766.4,17.72
1706,912132,,تایباد,909801052976.0,150.0,1402/07/06,1404/01/28 - 03:09:16,72380.53,4084.4,4.94
1707,805876,شرب و بهداشت دام,نیشابور,909801035009.0,50.0,1400/07/21,1402/09/09 - 02:10:42,,,
1708,602278,شرب و بهداشت دام,تربت حیدریه,909801052848.0,50.0,1402/06/27,1403/05/25 - 03:01:40,830.536,1182.4,0.91
1709,607069,کشاورزی,خواف,909801033922.0,125.0,1399/12/13,1404/01/28 - 02:10:38,-85575.218,999.2,19.46
1710,606230,کشاورزی,گناباد,909801052490.0,150.0,1402/04/29,1404/01/04 - 03:10:40,579820.7,5197.3,28.04
1711,805347,شرب و بهداشت دام,نیشابور,909801033380.0,50.0,1399/08/25,1404/01/25 - 02:09:10,10455.76,1243.7,2.0
1712,609240,خدمات,کاشمر,909801060356.0,50.0,1403/03/08,1404/01/28 - 03:10:05,1608.372,1235.9,0.42
1713,200686,کشاورزی,قوچان,909801055477.0,50.0,1402/08/04,1404/01/28 - 03:10:47,15877.55,2284.8,1.36
1714,618310,شرب و بهداشت دام,کاشمر,909801034901.0,50.0,1400/02/16,1404/01/28 - 02:10:35,0.23,0.0,
1715,603254,کشاورزی,تربت حیدریه,909801059594.0,125.0,1403/03/15,1404/01/28 - 03:10:58,192549.79,5513.0,9.87
1716,604352,کشاورزی,تربت حیدریه,909801033357.0,80.0,1399/09/26,1404/01/28 - 03:10:57,-7133.715,1496.5,5.43
1717,518678,صنعتی,مشهد,909801033997.0,50.0,1399/11/12,1404/01/13 - 01:12:53,,,
1718,514912,کشاورزی,مشهد,909801046028.0,125.0,1401/11/09,1404/01/28 - 01:58:34,209912.0,24083.6,10.1
1719,519313,,مشهد,909801033610.0,50.0,1399/10/23,1404/01/28 - 03:10:33,17760.857,2759.4,3.25
1720,302126,کشاورزی,گناباد,909801066329.0,80.0,1403/07/02,1404/01/28 - 03:05:05,8054.852,637.3,3.57
1721,529329,کشاورزی,مشهد,909801034011.0,125.0,1399/12/20,1404/01/28 - 02:10:33,,,
1722,601588,شرب و بهداشت دام,تربت حیدریه,909801052855.0,50.0,1403/02/27,1404/01/28 - 03:10:42,1534.801,3123.2,0.46
1723,101654,شرب و بهداشت دام,سبزوار,909801039090.0,50.0,1400/11/07,1404/01/28 - 02:11:02,2029.344,479.7,0.93
1724,529207,کشاورزی,مشهد,909801037478.0,50.0,1400/09/28,1404/01/28 - 02:10:03,36838.0,6182.4,1.98
1725,622077,کشاورزی,تربت حیدریه,909801056404.0,150.0,1402/12/29,1404/01/26 - 03:10:37,332096.112,5085.3,18.11
1726,623186,کشاورزی,کاشمر,909801055783.0,150.0,1402/07/28,1404/01/28 - 03:06:27,101251.46,2494.7,11.78
1727,514964,کشاورزی,مشهد,909801032466.0,150.0,1398/11/17,1404/01/28 - 03:10:03,9071.125,247.4,8.47
1728,514421,کشاورزی,مشهد,909801034008.0,125.0,1399/11/13,1403/07/30 - 02:10:33,162591.8,2626.3,17.65
1729,805706,شرب و بهداشت دام,نیشابور,909801034878.0,50.0,1400/03/06,1403/12/29 - 02:00:24,11319.95,33913.3,0.47
1730,604294,کشاورزی,تربت حیدریه,909801035311.0,50.0,1400/05/18,1404/01/28 - 02:07:08,18701.17,76.3,153.73
1731,603131,کشاورزی,تربت حیدریه,909801035580.0,125.0,1400/07/28,1404/01/28 - 02:09:57,319431.4,47952.4,17.34
1732,103328,شرب و بهداشت دام,سبزوار,909801046513.0,50.0,1401/07/18,1402/11/07 - 03:05:12,,,
1733,604062,کشاورزی,تربت حیدریه,909801034783.0,150.0,1400/02/09,1404/01/28 - 10:09:41,261875.2,188609.5,13.94
1734,543079,,مشهد,909801061632.0,50.0,1403/02/17,1404/01/28 - 03:09:26,15811.254,2705.0,1.64
1735,529087,کشاورزی,مشهد,909801035409.0,200.0,1400/04/09,1404/01/28 - 02:07:21,409259.0,71842.3,17.7
1736,122040,شرب شهری,نیشابور,909801034021.0,50.0,1399/11/23,1404/01/28 - 02:09:38,0.0,0.0,
1737,605432,شرب و بهداشت دام,تربت حیدریه,909801035057.0,50.0,1400/08/24,1403/09/06 - 02:02:04,846.05,113.1,2.1
1738,111111,,نیشابور,909801032629.0,150.0,1399/04/19,1404/01/18 - 02:10:47,,,
1739,528060,کشاورزی,قوچان,909801035085.0,80.0,1400/05/23,1404/01/23 - 02:09:14,76992.9,4565.8,4.62
1740,600061,کشاورزی,تربت حیدریه,909801044820.0,150.0,1401/05/29,1403/11/08 - 01:59:16,283714.7,3982.1,19.93
1741,517176,سایر,مشهد,909801032729.0,50.0,1399/07/06,1403/06/06 - 12:13:29,,,
1742,529224,کشاورزی,مشهد,909801033344.0,150.0,1399/11/20,1404/01/28 - 02:10:32,151421.4,4279.3,9.59
1743,601622,کشاورزی,تربت حیدریه,909801033889.0,100.0,1399/12/04,1404/01/28 - 03:09:49,-552120.219,3423.2,7.04
1744,516678,کشاورزی,مشهد,909801032644.0,100.0,1399/05/23,1403/06/04 - 23:30:47,,,
1745,607463,,خواف,909801063359.0,50.0,1403/06/19,1404/01/28 - 03:11:14,1170.497,189.0,1.78
1746,615047,کشاورزی,تربت حیدریه,909801035416.0,125.0,1400/11/06,1404/01/28 - 03:10:42,-422352.976,1687.8,10.28
1747,604407,کشاورزی,تربت حیدریه,909801063116.0,100.0,1403/09/24,1404/01/28 - 03:10:44,1495.566,67.4,7.57
1748,518992,شرب و بهداشت دام,مشهد,909801034210.0,50.0,1399/11/29,1404/01/28 - 02:11:18,1797.81,9331.5,1.47
1749,516442,کشاورزی,مشهد,909801032594.0,100.0,1399/06/16,1404/01/28 - 03:10:21,203719.64,6411.3,6.94
1750,519778,شرب و بهداشت دام,مشهد,909801032724.0,50.0,1399/05/30,1404/01/28 - 02:11:14,6679.11,21005.9,2.17
1751,514255,کشاورزی,مشهد,909801035412.0,125.0,1400/07/24,1404/01/28 - 01:44:56,75577.56,3368.8,5.99
1752,514387,کشاورزی,مشهد,909801035654.0,200.0,1400/05/25,1404/01/28 - 02:11:07,76902.1,1560.4,12.4
1753,514082,صنعتی,مشهد,909801034640.0,50.0,1400/01/15,1402/05/06 - 02:11:15,,,
1754,603023,کشاورزی,تربت حیدریه,909801046209.0,150.0,1401/07/30,1404/01/28 - 02:10:40,325097.0,4575.4,19.51
1755,514563,کشاورزی,مشهد,909801032878.0,125.0,1399/06/06,1404/01/28 - 02:10:31,98243.7,2051.8,11.43
1756,514564,کشاورزی,مشهد,909801032907.0,100.0,1399/06/06,1402/11/21 - 01:47:28,,,
1757,927164,,تایباد,909801052382.0,50.0,1402/07/18,1404/01/28 - 02:55:13,1025.801,195.1,3.19
1758,518696,شرب و بهداشت دام,مشهد,909801058195.0,50.0,1403/03/26,1404/01/28 - 03:10:37,2159.912,188.3,3.17
1759,805106,کشاورزی,نیشابور,909801061177.0,50.0,1403/02/16,1404/01/28 - 03:10:39,628.319,207.9,0.64
1760,603102,کشاورزی,تربت حیدریه,909801041724.0,125.0,1401/05/14,1404/01/28 - 02:08:50,267837.8,45702.0,13.21
1761,527954,خدمات,مشهد,909801032481.0,50.0,1399/04/12,1404/01/27 - 02:11:03,,,
1762,514624,کشاورزی,مشهد,909801039443.0,100.0,1401/02/26,1404/01/28 - 02:10:42,138932.5,35459.3,7.76
1763,521066,کشاورزی,مشهد,909801061848.0,80.0,1403/03/10,1403/03/10 - 03:11:36,3.844,0.0,8.5
1764,514580,کشاورزی,مشهد,909801033967.0,125.0,1400/01/17,1404/01/28 - 02:10:24,134188.9,3321.2,12.47
1765,622204,کشاورزی,تربت حیدریه,909801033583.0,50.0,1399/09/24,1404/01/28 - 03:10:28,711.158,119.2,1.67
1766,622018,,تربت حیدریه,909801063148.0,100.0,1404/01/19,1404/01/28 - 03:10:34,29.812,1.0,25.7
1767,601415,شرب و بهداشت دام,تربت حیدریه,909801039019.0,50.0,1400/11/24,1404/01/28 - 02:04:27,2323.053,210.7,2.5
1768,514971,کشاورزی,مشهد,909801058064.0,100.0,1403/04/21,1404/01/25 - 02:39:02,93070.59,1756.2,14.89
1769,602378,کشاورزی,خواف,909801044858.0,150.0,1401/09/08,1404/01/28 - 02:10:33,340901.0,45040.0,12.9
1770,103080,کشاورزی,سبزوار,909801048839.0,50.0,1401/11/17,1403/08/22 - 02:58:27,4882.242,4712.4,0.53
1771,514340,کشاورزی,مشهد,909801065586.0,80.0,1403/07/01,1404/01/28 - 03:11:16,83.223,9.4,5.43
1772,514638,کشاورزی,مشهد,909801059165.0,150.0,1403/01/20,1404/01/27 - 01:59:52,56948.811,783.8,3.45
1773,515811,کشاورزی,مشهد,909801032125.0,150.0,1399/01/21,1404/01/28 - 02:11:33,115233.4,2335.7,13.79
1774,516503,کشاورزی,مشهد,909801032257.0,150.0,1399/04/28,1404/01/28 - 02:13:03,436930.41,38347.7,26.9
1775,516646,کشاورزی,مشهد,909801061847.0,80.0,1403/03/08,1404/01/27 - 02:58:24,71043.999,2792.5,7.07
1776,529421,کشاورزی,مشهد,909801058380.0,150.0,1403/03/01,1404/01/28 - 03:09:15,358143.532,4985.5,19.22
1777,515024,کشاورزی,مشهد,909801039448.0,100.0,1401/05/27,1404/01/28 - 02:10:23,97185.0,27311.4,5.49
1778,622006,کشاورزی,تربت حیدریه,909801049299.0,125.0,1401/12/25,1404/01/28 - 03:09:06,55056.32,5113.5,3.45
1779,517446,صنعتی,مشهد,909801044678.0,50.0,1401/05/23,1404/01/28 - 02:10:34,0.382,0.0,
1780,515805,کشاورزی,مشهد,909801032076.0,100.0,1398/11/24,1404/01/28 - 02:39:45,5655.228,795.2,2.05
1781,200554,,قوچان,909801070387.0,50.0,1404/01/23,1404/01/28 - 03:11:08,,,
1782,514104,خدمات,مشهد,909801037750.0,50.0,1400/10/11,1404/01/27 - 02:04:18,,,
1783,519791,کشاورزی,مشهد,909801032589.0,100.0,1399/05/21,1404/01/28 - 02:09:16,89868.2,40422.6,3.86
1784,514597,کشاورزی,مشهد,909801032653.0,125.0,1399/05/29,1404/01/18 - 01:49:53,4401.6,345.8,3.85
1785,607340,کشاورزی,خواف,909801063900.0,50.0,1403/06/18,1404/01/28 - 03:10:36,36080.346,2588.3,3.69
1786,5515825,,فریمان,929801000408.0,15.0,1403/11/23,1404/01/27 - 13:51:48,0.018,0.0,
1787,518615,شرب و بهداشت دام,مشهد,909801044001.0,50.0,1401/05/01,1404/01/28 - 03:01:37,384.384,14.8,3.06
1788,529049,کشاورزی,مشهد,909801037108.0,125.0,1400/10/21,1404/01/28 - 03:04:49,577800.0,47790.1,25.78
1789,513412,کشاورزی,سرخس,909801053981.0,200.0,1402/06/10,1403/03/31 - 03:04:33,291394.5,3062.3,52.78
1790,515174,کشاورزی,مشهد,909801035660.0,150.0,1400/05/12,1402/05/18 - 02:08:22,,,
1791,603205,کشاورزی,تربت حیدریه,909801039571.0,150.0,1401/01/24,1404/01/28 - 03:10:38,347315.6,38361.3,17.22
1792,604779,صنعتی,تربت حیدریه,909801034827.0,50.0,1400/02/01,1404/01/28 - 02:01:58,3849.75,251.3,2.83
1793,603426,کشاورزی,تربت حیدریه,909801040662.0,125.0,1401/02/11,1404/01/28 - 02:07:34,258514.0,13856.1,17.84
1794,122254,,نیشابور,909801052853.0,50.0,1403/06/21,1403/09/24 - 03:03:03,1003.513,154.8,0.39
1795,516623,شرب و بهداشت دام,مشهد,909801035514.0,50.0,1400/06/15,1404/01/27 - 02:09:28,736.04,94.5,1.98
1796,209145,کشاورزی,درگز,909801048235.0,100.0,1403/02/02,1404/01/28 - 03:10:34,77788.78,1091.1,20.22
1797,529126,کشاورزی,مشهد,909801033364.0,150.0,1399/09/13,1404/01/28 - 02:10:33,253485.3,18249.1,9.51
1798,517948,صنعتی,مشهد,909801061645.0,50.0,1403/02/16,1403/04/03 - 03:11:22,556.348,443.2,0.34
1799,529149,کشاورزی,مشهد,909801033415.0,100.0,1399/09/15,1404/01/28 - 03:10:57,-513454.792,27061.1,3.37
1800,102884,کشاورزی,نیشابور,909801035030.0,50.0,1400/03/05,1401/02/16 - 02:10:59,,,
1801,516451,شرب و بهداشت دام,مشهد,909801037396.0,50.0,1400/10/18,1404/01/28 - 03:11:43,-30796.007,596.8,27.48
1802,515345,کشاورزی,مشهد,909801058079.0,80.0,1403/05/06,1404/01/28 - 03:10:51,74422.35,4226.4,4.89
1803,514799,کشاورزی,مشهد,909801041118.0,200.0,1401/06/01,1404/01/28 - 02:10:42,180218.8,17423.6,19.26
1804,1599391240,,کاشمر,929801000522.0,15.0,1403/08/28,1404/01/27 - 13:57:24,0.0,0.0,
1805,806523,کشاورزی,نیشابور,909801032461.0,80.0,1399/04/11,1404/01/28 - 03:10:26,40714.8,3799.9,3.0
1806,518972,سایر,مشهد,909801032142.0,50.0,1399/01/23,1404/01/28 - 03:10:40,0.0,0.0,
1807,603268,کشاورزی,تربت حیدریه,909801048287.0,150.0,1401/11/11,1404/01/28 - 03:07:12,415511.4,6573.8,16.48
1808,515984,,مشهد,909801041119.0,200.0,1401/06/19,1404/01/28 - 02:10:36,126516.3,20944.7,7.1
1809,101259,شرب و بهداشت دام,سبزوار,909801050753.0,50.0,1402/03/25,1403/12/18 - 03:10:17,6084.55,4629.2,0.44
1810,209174,کشاورزی,درگز,909801063828.0,100.0,1403/04/20,1404/01/28 - 03:09:41,159732.344,3142.7,13.44
1811,519437,کشاورزی,مشهد,909801058209.0,150.0,1403/04/10,1404/01/28 - 03:10:37,50371.07,2171.4,7.03
1812,517033,شرب و بهداشت دام,مشهد,909801033209.0,50.0,1399/08/14,1403/03/23 - 03:01:13,,,
1813,805896,صنعتی,نیشابور,909801036991.0,50.0,1400/08/20,1404/01/28 - 02:11:20,29112.68,117980.5,1.47
1814,518663,شرب و بهداشت دام,مشهد,909801036524.0,50.0,1400/06/20,1404/01/28 - 02:11:51,0.0,0.0,
1815,518583,,مشهد,909801066938.0,50.0,1403/09/29,1404/01/28 - 03:10:35,132.918,27.1,2.73
1816,515066,کشاورزی,مشهد,909801037667.0,150.0,1400/10/26,1404/01/28 - 02:10:46,20487.3,6998.8,2.73
1817,602895,کشاورزی,تربت حیدریه,909801061840.0,80.0,1403/05/07,1404/01/28 - 03:10:35,42118.939,3106.3,3.8
1818,518058,شرب شهری,مشهد,909801052335.0,50.0,1402/05/03,1404/01/28 - 02:51:07,6272.075,469.6,2.24
1819,604970,کشاورزی,تربت حیدریه,909801033584.0,50.0,1399/09/27,1403/12/30 - 02:10:32,4599.987,435.4,1.75
1820,924132,شرب و بهداشت دام,تربت جام,909801032678.0,50.0,1399/05/22,1404/01/28 - 03:07:08,2178.17,1474.8,0.57
1821,601558,,تربت حیدریه,909801065188.0,125.0,1403/09/04,1404/01/28 - 11:57:41,60887.314,893.1,18.99
1822,1599440882,,کاشمر,929801000582.0,15.0,1403/07/18,1404/01/27 - 13:49:51,5.441,0.0,
1823,519047,صنعتی,مشهد,909801033637.0,50.0,1399/10/13,1404/01/28 - 02:11:09,,,
1824,542437,,مشهد,909801052453.0,100.0,1402/06/30,1403/09/18 - 02:04:27,,,
1825,529054,کشاورزی,مشهد,909801032071.0,150.0,1398/11/20,1403/05/26 - 01:47:30,,,
1826,515011,,مشهد,929801000958.0,15.0,1403/11/16,1404/01/27 - 13:54:26,0.0,0.0,
1827,529342,کشاورزی,مشهد,909801044819.0,150.0,1401/05/05,1404/01/28 - 02:10:33,206232.5,67381.4,11.55
1828,804310,,نیشابور,909801037754.0,50.0,1400/12/22,1403/11/04 - 02:04:13,600.903,880.0,3.26
1829,519044,کشاورزی,مشهد,909801037852.0,100.0,1400/10/24,1404/01/28 - 03:10:55,-6496.797,4142.5,1.93
1830,622041,کشاورزی,تربت حیدریه,909801065891.0,150.0,1403/08/02,1404/01/28 - 03:05:51,99624.458,1838.0,14.63
1831,622032,کشاورزی,تربت حیدریه,909801046451.0,125.0,1401/07/27,1404/01/28 - 03:10:41,403427.6,5101.7,27.78
1832,516141,شرب شهری,مشهد,909801039451.0,50.0,1401/04/21,1404/01/28 - 02:10:33,9851.33,950.4,2.61
1833,603351,کشاورزی,تربت حیدریه,909801041116.0,150.0,1401/01/25,1404/01/28 - 02:52:50,255577.3,42487.6,20.01
1834,529278,کشاورزی,مشهد,909801032178.0,100.0,1399/01/31,1402/07/24 - 02:11:12,,,
1835,514008,کشاورزی,مشهد,909801032587.0,100.0,1399/04/24,1404/01/28 - 02:10:33,81709.6,5227.3,3.09
1836,622014,کشاورزی,تربت حیدریه,909801036739.0,150.0,1400/08/11,1404/01/28 - 02:08:43,336682.1,115286.0,13.45
1837,842830,,کاخک,929801000921.0,15.0,1403/12/01,1404/01/27 - 13:53:30,50.355,0.0,
