,کد اشتراک,نوع پروانه,شهرستان,سریال کنتور,سایز کنتور,تاریخ نصب,زمان آخرین اتصال,مصرف بازه (m³),ساعت کارکرد بازه (h),میانگین دبی بازه l/s
1745,607463,,خواف,909801063359.0,50.0,1403/06/19,1404/01/28 - 03:11:14,,,
1747,604407,کشاورزی,تربت حیدریه,909801063116.0,100.0,1403/09/24,1404/01/28 - 03:10:44,,,
1748,518992,شرب و بهداشت دام,مشهد,909801034210.0,50.0,1399/11/29,1404/01/28 - 02:11:18,35968.65,209727.2,3.17
1749,516442,کشاورزی,مشهد,909801032594.0,100.0,1399/06/16,1404/01/28 - 03:10:21,212492.8,2361956.5,9.03
1750,519778,شرب و بهداشت دام,مشهد,909801032724.0,50.0,1399/05/30,1404/01/28 - 02:11:14,5715.45,188081.4,1.69
1751,514255,کشاورزی,مشهد,909801035412.0,125.0,1400/07/24,1404/01/28 - 01:44:56,154152.147,4764.0,9.36
1752,514387,کشاورزی,مشهد,909801035654.0,200.0,1400/05/25,1404/01/28 - 02:11:07,137588.51,223003.1,15.04
1753,514082,صنعتی,مشهد,909801034640.0,50.0,1400/01/15,1402/05/06 - 02:11:15,2729.651,177726.8,0.51
1754,603023,کشاورزی,تربت حیدریه,909801046209.0,150.0,1401/07/30,1404/01/28 - 02:10:40,103751.4,6681.8,22.29
1755,514563,کشاورزی,مشهد,909801032878.0,125.0,1399/06/06,1404/01/28 - 02:10:31,530870.3,1624603.1,11.92
1756,514564,کشاورزی,مشهد,909801032907.0,100.0,1399/06/06,1402/11/21 - 01:47:28,6505992.6,1851192.9,10.81
1757,927164,,تایباد,909801052382.0,50.0,1402/07/18,1404/01/28 - 02:55:13,,,
1758,518696,شرب و بهداشت دام,مشهد,909801058195.0,50.0,1403/03/26,1404/01/28 - 03:10:37,,,
1759,805106,کشاورزی,نیشابور,909801061177.0,50.0,1403/02/16,1404/01/28 - 03:10:39,,,
1760,603102,کشاورزی,تربت حیدریه,909801041724.0,125.0,1401/05/14,1404/01/28 - 02:08:50,184379.1,24682.3,13.92
1761,527954,خدمات,مشهد,909801032481.0,50.0,1399/04/12,1404/01/27 - 02:11:03,107.181,1130.0,1.82
1762,514624,کشاورزی,مشهد,909801039443.0,100.0,1401/02/26,1404/01/28 - 02:10:42,167449.5,243523.9,8.83
1763,521066,کشاورزی,مشهد,909801061848.0,80.0,1403/03/10,1403/03/10 - 03:11:36,,,
1764,514580,کشاورزی,مشهد,909801033967.0,125.0,1400/01/17,1404/01/28 - 02:10:24,683937.0,175002.3,18.36
1765,622204,کشاورزی,تربت حیدریه,909801033583.0,50.0,1399/09/24,1404/01/28 - 03:10:28,,,
1766,622018,,تربت حیدریه,909801063148.0,100.0,1404/01/19,1404/01/28 - 03:10:34,,,
1767,601415,شرب و بهداشت دام,تربت حیدریه,909801039019.0,50.0,1400/11/24,1404/01/28 - 02:04:27,1435.989,5511.4,1.79
1768,514971,کشاورزی,مشهد,909801058064.0,100.0,1403/04/21,1404/01/25 - 02:39:02,,,
1769,602378,کشاورزی,خواف,909801044858.0,150.0,1401/09/08,1404/01/28 - 02:10:33,92162.92,12764.2,11.06
1770,103080,کشاورزی,سبزوار,909801048839.0,50.0,1401/11/17,1403/08/22 - 02:58:27,21.884,33.4,0.52
1771,514340,کشاورزی,مشهد,909801065586.0,80.0,1403/07/01,1404/01/28 - 03:11:16,,,
1772,514638,کشاورزی,مشهد,909801059165.0,150.0,1403/01/20,1404/01/27 - 01:59:52,,,
1773,515811,کشاورزی,مشهد,909801032125.0,150.0,1399/01/21,1404/01/28 - 02:11:33,761813.0,2088804.1,11.37
1774,516503,کشاورزی,مشهد,909801032257.0,150.0,1399/04/28,1404/01/28 - 02:13:03,,,
1775,516646,کشاورزی,مشهد,909801061847.0,80.0,1403/03/08,1404/01/27 - 02:58:24,,,
1776,529421,کشاورزی,مشهد,909801058380.0,150.0,1403/03/01,1404/01/28 - 03:09:15,,,
1777,515024,کشاورزی,مشهد,909801039448.0,100.0,1401/05/27,1404/01/28 - 02:10:23,66630.62,89688.4,5.8
1778,622006,کشاورزی,تربت حیدریه,909801049299.0,125.0,1401/12/25,1404/01/28 - 03:09:06,886.683,37.1,6.36
1779,517446,صنعتی,مشهد,909801044678.0,50.0,1401/05/23,1404/01/28 - 02:10:34,691.569,221.6,0.99
1780,515805,کشاورزی,مشهد,909801032076.0,100.0,1398/11/24,1404/01/28 - 02:39:45,-24.0,144330.1,2.84
1781,200554,,قوچان,909801070387.0,50.0,1404/01/23,1404/01/28 - 03:11:08,,,
1782,514104,خدمات,مشهد,909801037750.0,50.0,1400/10/11,1404/01/27 - 02:04:18,95892.0,479193.8,6.04
1783,519791,کشاورزی,مشهد,909801032589.0,100.0,1399/05/21,1404/01/28 - 02:09:16,179129.5,574165.8,7.44
1784,514597,کشاورزی,مشهد,909801032653.0,125.0,1399/05/29,1404/01/18 - 01:49:53,90453.1,1204999.8,4.88
1785,607340,کشاورزی,خواف,909801063900.0,50.0,1403/06/18,1404/01/28 - 03:10:36,,,
1786,5515825,,فریمان,929801000408.0,15.0,1403/11/23,1404/01/27 - 13:51:48,,,
1787,518615,شرب و بهداشت دام,مشهد,909801044001.0,50.0,1401/05/01,1404/01/28 - 03:01:37,559.496,279.1,5.07
1788,529049,کشاورزی,مشهد,909801037108.0,125.0,1400/10/21,1404/01/28 - 03:04:49,527573.9,226799.2,26.54
1789,513412,کشاورزی,سرخس,909801053981.0,200.0,1402/06/10,1403/03/31 - 03:04:33,,,
1790,515174,کشاورزی,مشهد,909801035660.0,150.0,1400/05/12,1402/05/18 - 02:08:22,428907.5,860935.9,17.06
1791,603205,کشاورزی,تربت حیدریه,909801039571.0,150.0,1401/01/24,1404/01/28 - 03:10:38,450070.9,324000.2,20.85
1792,604779,صنعتی,تربت حیدریه,909801034827.0,50.0,1400/02/01,1404/01/28 - 02:01:58,36394.337,80629.1,2.66
1793,603426,کشاورزی,تربت حیدریه,909801040662.0,125.0,1401/02/11,1404/01/28 - 02:07:34,667716.7,767324.1,18.92
1794,122254,,نیشابور,909801052853.0,50.0,1403/06/21,1403/09/24 - 03:03:03,,,
1795,516623,شرب و بهداشت دام,مشهد,909801035514.0,50.0,1400/06/15,1404/01/27 - 02:09:28,2253.752,48523.2,1.0
1796,209145,کشاورزی,درگز,909801048235.0,100.0,1403/02/02,1404/01/28 - 03:10:34,0.0,,10.2
1797,529126,کشاورزی,مشهد,909801033364.0,150.0,1399/09/13,1404/01/28 - 02:10:33,220049.76,443127.1,7.57
1798,517948,صنعتی,مشهد,909801061645.0,50.0,1403/02/16,1403/04/03 - 03:11:22,,,
1800,102884,کشاورزی,نیشابور,909801035030.0,50.0,1400/03/05,1401/02/16 - 02:10:59,,,
1802,515345,کشاورزی,مشهد,909801058079.0,80.0,1403/05/06,1404/01/28 - 03:10:51,,,
1803,514799,کشاورزی,مشهد,909801041118.0,200.0,1401/06/01,1404/01/28 - 02:10:42,129902.1,49996.2,30.97
1804,1599391240,,کاشمر,929801000522.0,15.0,1403/08/28,1404/01/27 - 13:57:24,,,
1805,806523,کشاورزی,نیشابور,909801032461.0,80.0,1399/04/11,1404/01/28 - 03:10:26,104532.05,190518.5,3.27
1806,518972,سایر,مشهد,909801032142.0,50.0,1399/01/23,1404/01/28 - 03:10:40,25.245,1935.0,4.03
1807,603268,کشاورزی,تربت حیدریه,909801048287.0,150.0,1401/11/11,1404/01/28 - 03:07:12,425046.2,1707.7,7.9
1808,515984,,مشهد,909801041119.0,200.0,1401/06/19,1404/01/28 - 02:10:36,77667.03,57144.9,9.66
1809,101259,شرب و بهداشت دام,سبزوار,909801050753.0,50.0,1402/03/25,1403/12/18 - 03:10:17,,,
1810,209174,کشاورزی,درگز,909801063828.0,100.0,1403/04/20,1404/01/28 - 03:09:41,,,
1811,519437,کشاورزی,مشهد,909801058209.0,150.0,1403/04/10,1404/01/28 - 03:10:37,,,
1812,517033,شرب و بهداشت دام,مشهد,909801033209.0,50.0,1399/08/14,1403/03/23 - 03:01:13,6318.147,118519.1,1.61
1813,805896,صنعتی,نیشابور,909801036991.0,50.0,1400/08/20,1404/01/28 - 02:11:20,28016.19,594785.6,2.12
1814,518663,شرب و بهداشت دام,مشهد,909801036524.0,50.0,1400/06/20,1404/01/28 - 02:11:51,2364.769,7007.1,2.18
1815,518583,,مشهد,909801066938.0,50.0,1403/09/29,1404/01/28 - 03:10:35,,,
1816,515066,کشاورزی,مشهد,909801037667.0,150.0,1400/10/26,1404/01/28 - 02:10:46,159198.75,368725.0,6.88
1817,602895,کشاورزی,تربت حیدریه,909801061840.0,80.0,1403/05/07,1404/01/28 - 03:10:35,,,
1818,518058,شرب شهری,مشهد,909801052335.0,50.0,1402/05/03,1404/01/28 - 02:51:07,,,
1819,604970,کشاورزی,تربت حیدریه,909801033584.0,50.0,1399/09/27,1403/12/30 - 02:10:32,3292.11,97570.7,0.81
1820,924132,شرب و بهداشت دام,تربت جام,909801032678.0,50.0,1399/05/22,1404/01/28 - 03:07:08,-5412.946,285.0,
1821,601558,,تربت حیدریه,909801065188.0,125.0,1403/09/04,1404/01/28 - 11:57:41,,,
1822,1599440882,,کاشمر,929801000582.0,15.0,1403/07/18,1404/01/27 - 13:49:51,,,
1823,519047,صنعتی,مشهد,909801033637.0,50.0,1399/10/13,1404/01/28 - 02:11:09,6196.879,31999.2,1.6
1824,542437,,مشهد,909801052453.0,100.0,1402/06/30,1403/09/18 - 02:04:27,,,
1825,529054,کشاورزی,مشهد,909801032071.0,150.0,1398/11/20,1403/05/26 - 01:47:30,682017.0,1332282.0,30.34
1826,515011,,مشهد,929801000958.0,15.0,1403/11/16,1404/01/27 - 13:54:26,,,
1827,529342,کشاورزی,مشهد,909801044819.0,150.0,1401/05/05,1404/01/28 - 02:10:33,137015.3,158229.1,11.08
1828,804310,,نیشابور,909801037754.0,50.0,1400/12/22,1403/11/04 - 02:04:13,1252.526,4939.4,3.0
1830,622041,کشاورزی,تربت حیدریه,909801065891.0,150.0,1403/08/02,1404/01/28 - 03:05:51,,,
1831,622032,کشاورزی,تربت حیدریه,909801046451.0,125.0,1401/07/27,1404/01/28 - 03:10:41,120918.6,971.4,31.57
1832,516141,شرب شهری,مشهد,909801039451.0,50.0,1401/04/21,1404/01/28 - 02:10:33,4159.866,11128.7,1.97
1833,603351,کشاورزی,تربت حیدریه,909801041116.0,150.0,1401/01/25,1404/01/28 - 02:52:50,288552.02,46543.8,24.84
1834,529278,کشاورزی,مشهد,909801032178.0,100.0,1399/01/31,1402/07/24 - 02:11:12,4629.836,0.0,
1835,514008,کشاورزی,مشهد,909801032587.0,100.0,1399/04/24,1404/01/28 - 02:10:33,113484.4,263378.1,3.72
1836,622014,کشاورزی,تربت حیدریه,909801036739.0,150.0,1400/08/11,1404/01/28 - 02:08:43,823795.9,676624.9,17.2
1837,842830,,کاخک,929801000921.0,15.0,1403/12/01,1404/01/27 - 13:53:30,,,
1838,806498,,نیشابور,909801037819.0,80.0,1400/12/08,1404/01/28 - 02:04:48,52290.789,462594.7,3.43
1839,911898,خدمات,مشهد,909801036865.0,50.0,1400/08/16,1404/01/24 - 02:09:32,7842.585,66857.5,2.53
1840,516939,,مشهد,909801069192.0,50.0,1403/12/05,1404/01/28 - 03:06:38,,,
1842,804865,کشاورزی,مشهد,909801033965.0,125.0,1399/12/13,1404/01/28 - 02:08:09,331347.3,7913.9,23.36
1844,603096,کشاورزی,تربت حیدریه,909801059585.0,125.0,1403/01/15,1404/01/15 - 03:11:15,,,
1845,603432,کشاورزی,تربت حیدریه,909801050796.0,125.0,1402/12/18,1404/01/28 - 03:10:57,,,
1846,513148,کشاورزی,سرخس,909801053486.0,200.0,1402/10/17,1404/01/28 - 03:10:26,,,
1847,516582,کشاورزی,مشهد,909801032938.0,100.0,1399/07/10,1401/05/26 - 02:10:32,0.0,0.0,
1848,622027,کشاورزی,تربت حیدریه,909801052904.0,150.0,1402/05/19,1404/01/28 - 03:08:22,,,
1849,604025,کشاورزی,تربت حیدریه,909801036536.0,80.0,1400/08/13,1404/01/28 - 02:10:35,14088.008,1349789.7,0.55
1850,804939,صنعتی,نیشابور,909801048111.0,50.0,1401/09/22,1404/01/28 - 03:10:36,334.734,28.8,2.1
1851,541192,,مشهد,909801060368.0,50.0,1403/01/28,1404/01/28 - 03:08:50,,,
1852,203700,,قوچان,909801052623.0,50.0,1402/04/07,1404/01/28 - 03:10:40,,,
1853,805917,صنعتی,نیشابور,909801033403.0,50.0,1399/08/24,1404/01/28 - 02:10:33,6379.424,4924.8,2.82
1854,519746,,مشهد,909801067022.0,50.0,1403/08/27,1404/01/28 - 03:10:41,,,
1855,805080,کشاورزی,نیشابور,909801033407.0,50.0,1399/08/22,1404/01/28 - 02:10:27,10623.746,37364.1,1.07
1856,606144,کشاورزی,تربت حیدریه,909801047197.0,125.0,1402/02/06,1402/07/03 - 03:05:01,0.0,3.6,10.9
1857,604652,کشاورزی,تربت حیدریه,909801034876.0,50.0,1400/03/11,1403/05/07 - 02:10:47,951.519,1082.5,2.17
1858,603101,کشاورزی,تربت حیدریه,909801054142.0,150.0,1402/06/07,1404/01/14 - 03:00:01,,,
1859,516214,,مشهد,909801032665.0,50.0,1399/10/29,1404/01/28 - 02:01:05,-4914.383,12576.5,2.63
1860,513505,کشاورزی,سرخس,909801039108.0,150.0,1400/11/20,1404/01/28 - 03:10:42,539518.86,454075.3,27.8
1861,519054,صنعتی,مشهد,909801063380.0,50.0,1403/05/04,1404/01/28 - 03:10:33,,,
1862,512810,,مشهد,929801000317.0,15.0,1403/03/22,1404/01/28 - 14:15:40,,,
1863,512809,,مشهد,929801000321.0,15.0,1403/03/22,1403/08/17 - 00:04:02,,,
1864,200708,کشاورزی,قوچان,909801044450.0,50.0,1401/05/03,1404/01/28 - 02:10:02,855.932,2100.2,1.74
1865,517400,خدمات,مشهد,909801044679.0,50.0,1401/05/22,1404/01/28 - 02:09:20,3839.099,8036.9,1.7
1866,530034,کشاورزی,مشهد,909801058127.0,100.0,1403/04/31,1404/01/28 - 02:22:33,,,
1867,529043,کشاورزی,مشهد,909801044142.0,150.0,1401/08/17,1404/01/28 - 02:10:43,35640.984,16941.3,4.24
1868,518723,خدمات,مشهد,909801060246.0,50.0,1402/12/20,1404/01/28 - 03:07:42,,,
1869,601122,صنعتی,تربت حیدریه,909801034842.0,50.0,1400/02/08,1401/09/29 - 02:11:54,1687.088,5055.6,0.8
1870,609183,,کاشمر,909801037954.0,50.0,1400/11/18,1403/11/27 - 02:10:42,15938.373,121537.8,1.19
1871,514833,,مشهد,909801067019.0,50.0,1403/08/30,1404/01/28 - 03:10:46,,,
1872,529116,کشاورزی,مشهد,909801032086.0,150.0,1398/12/23,1404/01/28 - 01:11:54,,,
1874,519874,,مشهد,909801037430.0,50.0,1400/12/09,1404/01/28 - 02:48:16,10035.79,53970.1,2.72
1875,514003,,مشهد,909801058732.0,125.0,1403/05/20,1404/01/28 - 03:08:49,,,
1876,515493,کشاورزی,مشهد,909801056639.0,150.0,1402/09/07,1403/03/22 - 03:07:57,,,
1877,1580790446,,بردسکن,929801000583.0,15.0,1403/08/01,1404/01/19 - 13:57:09,,,
1878,602827,,خواف,909801063360.0,50.0,1403/04/14,1404/01/28 - 03:11:40,,,
1879,00167,,نیشابور,929801000167.0,20.0,1403/05/16,1404/01/27 - 13:53:23,,,
1880,01537,,نیشابور,929801001537.0,20.0,1403/11/11,1403/12/25 - 00:16:22,,,
1881,515495,,مشهد,909801067630.0,50.0,1403/08/09,1404/01/28 - 03:09:24,,,
1882,200893,کشاورزی,قوچان,909801035597.0,125.0,1400/05/24,1404/01/22 - 02:10:33,148209.03,114873.9,12.27
1883,122092,صنعتی,نیشابور,909801034854.0,50.0,1400/03/05,1403/11/18 - 02:09:16,-0.3,0.0,
1884,517892,صنعتی,مشهد,909801032723.0,50.0,1399/06/30,1404/01/28 - 03:10:43,2085.976,27757.5,2.47
1886,609098,کشاورزی,کاشمر,909801037185.0,150.0,1400/09/07,1404/01/28 - 03:11:35,210430.3,258831.3,23.95
1887,604832,کشاورزی,تربت حیدریه,909801032459.0,80.0,1399/06/23,1403/06/05 - 01:46:24,78568.8,258941.6,5.07
1888,5515838,,فریمان,929801000439.0,15.0,1403/12/13,1404/01/27 - 13:52:16,,,
1889,200560,کشاورزی,مشهد,909801066589.0,50.0,1403/07/23,1404/01/25 - 03:09:05,,,
1890,911408,صنعتی,تربت جام,909801032673.0,50.0,1399/08/18,1404/01/11 - 02:10:12,108.965,2805.2,0.52
1891,924245,,تربت جام,909801051935.0,50.0,1403/10/27,1404/01/28 - 03:07:08,,,
1892,518036,,مشهد,909801059443.0,50.0,1403/11/14,1404/01/28 - 03:07:15,,,
1893,517975,,مشهد,909801058199.0,50.0,1403/02/12,1404/01/28 - 03:01:23,,,
1894,603424,کشاورزی,تربت حیدریه,909801039462.0,100.0,1401/05/12,1404/01/28 - 02:04:14,150860.0,20441.1,17.57
1895,603256,کشاورزی,تربت حیدریه,909801062087.0,200.0,1403/03/23,1404/01/23 - 03:04:59,,,
1896,201271,,قوچان,909801057081.0,50.0,1402/09/11,1404/01/28 - 03:10:39,,,
1897,603489,کشاورزی,تربت حیدریه,909801052439.0,125.0,1402/07/26,1403/12/23 - 03:10:41,,,
1898,514507,کشاورزی,مشهد,909801041728.0,125.0,1401/04/01,1404/01/28 - 01:55:21,27439.87,27466.3,1.79
1899,529053,کشاورزی,مشهد,909801032709.0,150.0,1399/07/03,1404/01/18 - 02:10:34,4505485.2,12681159.4,17.8
1900,514521,کشاورزی,مشهد,909801032941.0,100.0,1399/07/07,1403/09/20 - 02:10:35,296399.3,503859.2,10.11
1901,209327,,درگز,909801061180.0,50.0,1403/02/04,1404/01/22 - 02:42:55,,,
1902,209595,,درگز,909801051924.0,50.0,1402/04/28,1404/01/28 - 01:59:52,,,
1903,514265,کشاورزی,مشهد,909801048152.0,125.0,1401/10/11,1404/01/26 - 03:10:39,22272.9,4646.3,8.6
1904,518807,شرب و بهداشت دام,مشهد,909801052571.0,50.0,1402/05/14,1404/01/25 - 02:38:24,,,
1905,107240,کشاورزی,سبزوار,909801033673.0,50.0,1399/10/16,1403/06/04 - 23:05:27,311598.01,193297.3,2.05
1906,517055,کشاورزی,مشهد,909801036940.0,125.0,1400/08/15,1404/01/28 - 00:37:34,245378.14,526451.1,10.0
1907,805294,کشاورزی,مشهد,909801056231.0,125.0,1403/03/24,1404/01/28 - 03:10:49,,,
1908,529171,کشاورزی,مشهد,909801032877.0,125.0,1399/06/07,1403/08/21 - 03:09:30,115856.28,551633.1,4.77
1909,529254,کشاورزی,مشهد,909801033204.0,150.0,1399/08/06,1404/01/28 - 02:10:33,790126.7,1059218.3,13.48
1910,529033,کشاورزی,مشهد,909801056531.0,125.0,1402/12/05,1404/01/28 - 03:10:31,,,
1911,804849,کشاورزی,نیشابور,909801061182.0,50.0,1403/03/07,1404/01/26 - 03:10:41,,,
1912,4245951,,کاشمر,929801000544.0,15.0,1403/07/23,1404/01/27 - 13:52:07,,,
1913,103815,,سبزوار,909801048838.0,50.0,1401/11/11,1404/01/28 - 03:09:27,410.955,783.3,1.14
1914,529088,کشاورزی,مشهد,909801035273.0,150.0,1400/03/22,1404/01/28 - 01:59:32,379605.4,624320.9,17.31
1915,514048,کشاورزی,مشهد,909801051930.0,50.0,1402/10/03,1404/01/28 - 03:10:41,,,
1916,515399,کشاورزی,مشهد,909801033968.0,125.0,1399/12/24,1403/10/26 - 02:10:30,532262.6,533046.9,5.84
1917,516151,سایر,مشهد,909801035053.0,50.0,1400/07/18,1402/05/07 - 02:11:50,0.762,14.8,0.5
1918,603144,کشاورزی,تربت حیدریه,909801056496.0,150.0,1402/09/26,1404/01/20 - 03:11:07,,,
1919,524949,,مشهد,909801058244.0,80.0,1403/03/08,1404/01/28 - 03:10:57,,,
1921,529228,کشاورزی,مشهد,909801046628.0,150.0,1401/08/09,1404/01/28 - 03:10:38,176693.6,51290.8,18.61
1922,604346,کشاورزی,تربت حیدریه,909801033234.0,80.0,1399/08/18,1404/01/28 - 02:11:22,14049.83,197122.3,3.54
1923,302142,کشاورزی,گناباد,909801063793.0,100.0,1403/07/28,1404/01/28 - 03:10:37,,,
1924,519681,شرب و بهداشت دام,مشهد,909801034020.0,50.0,1399/11/21,1403/12/19 - 01:43:15,21622.5,330413.4,3.46
1925,529250,کشاورزی,مشهد,909801033206.0,150.0,1399/08/07,1404/01/28 - 02:10:29,335344.21,140471.9,6.52
1926,529251,کشاورزی,مشهد,909801033208.0,150.0,1399/08/08,1401/11/12 - 02:08:22,211358.07,118645.7,8.02
1927,4245937,,کاشمر,929801000530.0,15.0,1403/07/22,1404/01/27 - 13:52:27,,,
1930,603060,کشاورزی,تربت حیدریه,909801046033.0,125.0,1401/07/09,1404/01/28 - 02:08:37,134842.8,47748.6,12.78
1931,000163,,کاخک,929801000163.0,20.0,1403/05/13,1404/01/23 - 13:53:22,,,
1932,514970,کشاورزی,مشهد,909801032034.0,100.0,1398/11/03,1404/01/22 - 03:04:01,346831.74,659708.5,5.24
1934,801121980509,,سبزوار,801121980509.0,200.0,1398/08/14,1400/09/13 - 00:00:23,,,
1935,514699,صنعتی,مشهد,909801034973.0,200.0,1400/03/01,1403/10/14 - 02:10:28,4276727.4,1973590.8,105.88
1936,516805,صنعتی,مشهد,909801035001.0,150.0,1400/03/01,1404/01/28 - 02:10:22,5723.5,5136.9,19.49
1937,514696,صنعتی,مشهد,909801035159.0,200.0,1400/03/02,1404/01/28 - 02:10:34,623991.5,462092.1,45.12
1938,514698,صنعتی,مشهد,909801041143.0,200.0,1401/04/25,1404/01/28 - 02:10:34,145369.6,131651.7,11.26
1940,608154,کشاورزی,کاشمر,909801059639.0,125.0,1403/03/10,1404/01/28 - 03:11:06,,,
1941,107024,کشاورزی,سبزوار,909801056027.0,100.0,1402/08/10,1404/01/28 - 03:07:03,,,
1942,524775,صنعتی,قوچان,909801059453.0,50.0,1403/02/19,1404/01/28 - 03:08:01,,,
1943,514949,کشاورزی,مشهد,909801037848.0,100.0,1400/10/20,1404/01/28 - 02:11:04,249014.77,271477.9,13.31
1946,925011,کشاورزی,باخرز,909801044476.0,50.0,1401/06/17,1402/07/04 - 02:00:42,0.0,,
1947,514806,کشاورزی,مشهد,909801039464.0,100.0,1401/07/13,1404/01/28 - 02:10:44,38060.05,38444.5,4.24
1948,603151,کشاورزی,تربت حیدریه,909801054269.0,200.0,1403/05/29,1404/01/28 - 03:10:38,,,
1949,604263,,تربت حیدریه,909801059539.0,80.0,1404/01/20,1404/01/28 - 03:10:38,,,
1950,618005,کشاورزی,کاشمر,909801037826.0,80.0,1401/02/19,1404/01/28 - 01:59:28,59614.81,75437.4,4.67
1951,518158,,مشهد,909801060240.0,50.0,1402/12/20,1404/01/28 - 03:07:55,,,
1952,805873,شرب و بهداشت دام,نیشابور,909801032304.0,50.0,1399/02/17,1404/01/28 - 03:07:34,0.2,0.0,
1954,519056,,قوچان,909801068258.0,50.0,1403/10/05,1404/01/28 - 03:10:57,,,
1955,519085,,قوچان,909801068267.0,50.0,1403/10/04,1404/01/28 - 03:08:05,,,
1956,109170,شرب و بهداشت دام,سبزوار,909801063907.0,50.0,1403/06/08,1403/12/20 - 03:10:30,,,
1957,541975,,مشهد,909801041708.0,50.0,1401/06/15,1404/01/28 - 02:08:01,7541.769,21865.9,1.43
1958,515792,کشاورزی,مشهد,909801032392.0,125.0,1399/05/14,1404/01/28 - 02:10:26,620326.8,924000.1,13.65
1959,541193,,مشهد,909801034989.0,50.0,1400/06/15,1404/01/28 - 01:43:14,5669.225,23762.7,2.51
1960,515415,کشاورزی,مشهد,909801059596.0,125.0,1403/01/18,1404/01/27 - 02:18:46,,,
1961,4245910,,کاشمر,929801000594.0,15.0,1403/07/18,1404/01/27 - 13:53:35,,,
1962,1651330444,,فریمان,929801000481.0,15.0,1404/01/07,1404/01/19 - 03:10:34,,,
1963,527807,شرب و بهداشت دام,مشهد,909801032873.0,50.0,1399/06/25,1404/01/26 - 03:11:23,10108.58,134792.0,1.07
1964,30791,,مشهد,929801000677.0,15.0,1403/08/08,1404/01/27 - 13:57:37,,,
1965,514499,کشاورزی,مشهد,909801033924.0,125.0,1399/11/08,1404/01/28 - 03:11:27,261245.604,571624.1,11.73
1966,517329,کشاورزی,مشهد,909801064520.0,125.0,1403/04/20,1404/01/28 - 03:06:17,,,
1967,514881,,مشهد,909801069495.0,80.0,1403/12/14,1404/01/28 - 03:10:39,,,
1968,515821,شرب شهری,مشهد,909801061715.0,50.0,1403/05/24,1404/01/28 - 03:08:34,,,
1969,804851,صنعتی,نیشابور,909801033998.0,50.0,1399/11/16,1404/01/28 - 02:10:35,0.2,0.0,
1970,518885,صنعتی,مشهد,909801033196.0,50.0,1399/08/07,1404/01/28 - 02:10:45,247.133,0.5,2.83
1971,517500,صنعتی,مشهد,909801037289.0,50.0,1400/09/13,1404/01/28 - 03:10:38,0.0,0.0,
1972,529183,صنعتی,مشهد,909801032979.0,50.0,1399/07/07,1403/12/13 - 02:10:34,64175.43,716213.9,2.04
1973,515843,کشاورزی,مشهد,909801039439.0,100.0,1401/07/18,1404/01/28 - 02:10:42,125235.6,40376.7,12.18
1974,514475,کشاورزی,مشهد,909801045369.0,125.0,1401/05/31,1404/01/28 - 01:55:33,83173.88,16510.1,11.72
1975,805468,شرب و بهداشت دام,نیشابور,909801045162.0,50.0,1401/08/26,1404/01/27 - 02:11:40,314.9,0.0,
1976,517935,کشاورزی,مشهد,909801056297.0,100.0,1403/02/19,1404/01/28 - 03:04:35,,,
1977,201474,کشاورزی,قوچان,909801035312.0,50.0,1400/05/13,1403/11/02 - 01:39:20,42147.963,250243.2,6.56
1978,301129,,تربت حیدریه,909801054024.0,150.0,1403/11/12,1404/01/28 - 03:03:09,,,
1979,528010,,قوچان,909801057072.0,50.0,1403/11/03,1404/01/24 - 02:55:36,,,
1980,805645,کشاورزی,نیشابور,909801039227.0,50.0,1400/10/29,1404/01/28 - 00:56:11,3980.207,7417.5,4.38
1981,602250,,تربت حیدریه,909801033567.0,100.0,1399/10/30,1403/10/22 - 02:10:31,87242.04,326171.0,7.09
1982,602007,,خواف,909801033630.0,100.0,1399/10/30,1401/08/01 - 02:11:07,0.0,,
1983,516876,صنعتی,مشهد,909801044687.0,50.0,1401/06/24,1404/01/28 - 02:10:34,577.716,1008.6,2.03
1984,4245913,,کاشمر,929801000529.0,15.0,1403/07/18,1404/01/27 - 13:51:54,,,
1985,603552,کشاورزی,کاشمر,909801052488.0,150.0,1402/03/27,1404/01/28 - 03:06:07,,,
1986,521208,کشاورزی,کلات,909801037807.0,50.0,1400/09/29,1404/01/28 - 02:09:32,1961.146,19171.2,0.83
1987,1633700056,,فریمان,929801000602.0,15.0,1404/01/17,1404/01/27 - 13:53:21,,,
1988,518075,صنعتی,مشهد,909801032503.0,50.0,1399/03/21,1404/01/28 - 02:11:41,5981.81,141715.1,0.58
1989,14211222,,خرو,929801000231.0,15.0,1403/05/02,1404/01/27 - 13:17:41,,,
1990,34511,,نیشابور,929801000316.0,15.0,1403/05/18,1404/01/27 - 13:57:37,,,
1991,529023,کشاورزی,مشهد,909801033243.0,125.0,1399/08/03,1403/04/12 - 02:02:54,211860.6,1213210.2,14.13
1992,605149,کشاورزی,تربت حیدریه,909801034497.0,80.0,1400/01/28,1404/01/28 - 02:10:33,103229.4,195857.5,7.43
1993,910519,کشاورزی,تایباد,909801058242.0,80.0,1402/11/09,1403/10/05 - 03:10:02,,,
1994,604336,کشاورزی,تربت حیدریه,909801047561.0,80.0,1401/10/01,1404/01/28 - 03:11:09,8754.592,7858.8,9.09
